ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE
Mueang Ranong,เมืองระนอง,TH8501,Ranong,ระนอง,TH85,Thailand,ประเทศไทย,TH
La-Un,ละอุ่น,TH8502,Ranong,ระนอง,TH85,Thailand,ประเทศไทย,TH
Kapoe,กะเปอร์,TH8503,Ranong,ระนอง,TH85,Thailand,ประเทศไทย,TH
Kra Buri,กระบุรี,TH8504,Ranong,ระนอง,TH85,Thailand,ประเทศไทย,TH
Suk Samran,สุขสำราญ,TH8505,Ranong,ระนอง,TH85,Thailand,ประเทศไทย,TH
