ADM3_EN,ADM3_TH,ADM3_PCODE,ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE,lat,lon
Takut Rai,ตะกุดไร,TH670209,Chon Daen,ชนแดน,TH6702,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.180364619660487,100.72588905676628
Sala Lai,ศาลาลาย,TH670210,Chon Daen,ชนแดน,TH6702,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.101755577910954,100.8252907324752
Lom Sak,หล่มสัก,TH670301,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.781628881539557,101.24350383799325
Wat Pa,วัดป่า,TH670302,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.79692489534096,101.23191931767721
Tan Diao,ตาลเดี่ยว,TH670303,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.762570158585483,101.25536652625625
Fai Na Saeng,ฝายนาแซง,TH670304,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.819168978285315,101.21748685873925
Nong Sawang,หนองสว่าง,TH670305,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.839186574356045,101.2366514078254
Nam Hia,น้ำเฮี้ย,TH670306,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.825811546724978,101.19852048092152
Sak Long,สักหลง,TH670307,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.83849038533381,101.27120315542314
Tha I Bun,ท่าอิบุญ,TH670308,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.89207068849402,101.34457037260215
Ban Sok,บ้านโสก,TH670309,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.791727095215485,101.27252320590111
Ban Tio,บ้านติ้ว,TH670310,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.7871338499533,101.35800979004713
Huai Rai,ห้วยไร่,TH670311,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.833766735110867,101.36923316588755
Nam Ko,น้ำก้อ,TH670312,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.793619023845103,101.15866375473797
Pak Chong,ปากช่อง,TH670313,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.73546163137275,101.41000094026694
Nam Chun,น้ำชุน,TH670314,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.74263856563852,101.14109476071302
Nong Khwai,หนองไขว่,TH670315,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.750959496534236,101.22111392877423
Lan Ba,ลานบ่า,TH670316,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.688894809700567,101.20580444020649
Bung Khla,บุ่งคล้า,TH670317,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.626927272767833,101.16222349196926
Bung Namtao,บุ่งน้ำเต้า,TH670318,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.672385055656346,101.11793467136576
Ban Klang,บ้านกลาง,TH670319,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.639718719080385,101.37795932876703
Chang Talut,ช้างตะลูด,TH670320,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.58588173946573,101.31280115850726
Ban Rai,บ้านไร่,TH670321,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.633736103658496,101.22262698405189
Pak Duk,ปากดุก,TH670322,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.713962264715114,101.24642897991407
Ban Wai,บ้านหวาย,TH670323,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.759415449434144,101.29293505052323
Lom Kao,หล่มเก่า,TH670401,Lom Kao,หล่มเก่า,TH6704,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.89559173497731,101.24033458698055
Na Sam,นาซำ,TH670402,Lom Kao,หล่มเก่า,TH6704,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,17.026570943204963,101.21617359088195
Hin Hao,หินฮาว,TH670403,Lom Kao,หล่มเก่า,TH6704,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.972193965431824,101.22242440146182
Ban Noen,บ้านเนิน,TH670404,Lom Kao,หล่มเก่า,TH6704,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.86008162071738,101.1224465296559
Sila,ศิลา,TH670405,Lom Kao,หล่มเก่า,TH6704,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,17.085391360037214,101.35156627759534
Na Saeng,นาแซง,TH670406,Lom Kao,หล่มเก่า,TH6704,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.861426593691984,101.23303840460783
Wang Ban,วังบาล,TH670407,Lom Kao,หล่มเก่า,TH6704,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.928605887545853,101.15336441434175
Na Ko,นาเกาะ,TH670408,Lom Kao,หล่มเก่า,TH6704,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.834471255210353,101.1715955133438
Tat Kloi,ตาดกลอย,TH670409,Lom Kao,หล่มเก่า,TH6704,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.998924954587668,101.40175704053891
Tha Rong,ท่าโรง,TH670501,Wichian Buri,วิเชียรบุรี,TH6705,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.65934036693019,101.14113892785463
Sa Pradu,สระประดู่,TH670502,Wichian Buri,วิเชียรบุรี,TH6705,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.628420969789168,101.06358975270395
Sam Yaek,สามแยก,TH670503,Wichian Buri,วิเชียรบุรี,TH6705,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.709839847445592,101.02806463885067
Khok Prong,โคกปรง,TH670504,Wichian Buri,วิเชียรบุรี,TH6705,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.785699403236302,101.1838420788575
Nam Ron,น้ำร้อน,TH670505,Wichian Buri,วิเชียรบุรี,TH6705,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.69000859221457,101.26310941300784
Bo Rang,บ่อรัง,TH670506,Wichian Buri,วิเชียรบุรี,TH6705,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.602395076512078,101.22442714592242
Phu Toei,พุเตย,TH670507,Wichian Buri,วิเชียรบุรี,TH6705,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.585610687861097,101.0182177993622
Phu Kham,พุขาม,TH670508,Wichian Buri,วิเชียรบุรี,TH6705,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.528979452550217,101.04333332863459
Phu Nam Yot,ภูน้ำหยด,TH670509,Wichian Buri,วิเชียรบุรี,TH6705,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.55258395067887,100.91166375037501
Sap Sombun,ซับสมบูรณ์,TH670510,Wichian Buri,วิเชียรบุรี,TH6705,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.653529754375523,100.98648342546744
Bueng Krachap,บึงกระจับ,TH670511,Wichian Buri,วิเชียรบุรี,TH6705,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.749115132066137,101.09480049026692
Wang Yai,วังใหญ่,TH670512,Wichian Buri,วิเชียรบุรี,TH6705,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.61267075899821,100.93229657391218
Yang Sao,ยางสาว,TH670513,Wichian Buri,วิเชียรบุรี,TH6705,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.780438499718803,101.27228703936466
Sap Noi,ซับน้อย,TH670514,Wichian Buri,วิเชียรบุรี,TH6705,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.676992386655185,100.88886071494403
Si Thep,ศรีเทพ,TH670601,Si Thep,ศรีเทพ,TH6706,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.457554974131567,101.18496942184586
Sa Kruat,สระกรวด,TH670602,Si Thep,ศรีเทพ,TH6706,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.413869054552631,101.0388956107892
Khlong Krachang,คลองกระจัง,TH670603,Si Thep,ศรีเทพ,TH6706,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.36479558280627,101.10373285991437
Na Sanun,นาสนุ่น,TH670604,Si Thep,ศรีเทพ,TH6706,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.528531949149835,101.18942600603553
Khok Sa-At,โคกสะอาด,TH670605,Si Thep,ศรีเทพ,TH6706,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.475755335740333,101.01174817114936
Nong Yang Thoi,หนองย่างทอย,TH670606,Si Thep,ศรีเทพ,TH6706,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.411104813312356,101.25521297836397
Pradu Ngam,ประดู่งาม,TH670607,Si Thep,ศรีเทพ,TH6706,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.438972609475906,100.96898490166804
Kong Thun,กองทูล,TH670701,Nong Phai,หนองไผ่,TH6707,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.954547944930725,101.1040653622888
Na Chaliang,นาเฉลียง,TH670702,Nong Phai,หนองไผ่,TH6707,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.071412360124707,101.08492274324648
Ban Phot,บ้านโภชน์,TH670703,Nong Phai,หนองไผ่,TH6707,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.915247546831251,100.97595644150498
Tha Daeng,ท่าแดง,TH670704,Nong Phai,หนองไผ่,TH6707,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.953526201965762,101.18287636343524
Phet Lakhon,เพชรละคร,TH670705,Nong Phai,หนองไผ่,TH6707,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.898240606685073,101.14632467584528
Bo Thai,บ่อไทย,TH670706,Nong Phai,หนองไผ่,TH6707,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.118508046164845,101.2556741604795
Huai Pong,ห้วยโป่ง,TH670707,Nong Phai,หนองไผ่,TH6707,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.14053579932981,101.03500178604939
Wang Tha Di,วังท่าดี,TH670708,Nong Phai,หนองไผ่,TH6707,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.996141859089759,101.22893124495371
Bua Watthana,บัววัฒนา,TH670709,Nong Phai,หนองไผ่,TH6707,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.955972551206912,100.98152344797454
Nong Phai,หนองไผ่,TH670710,Nong Phai,หนองไผ่,TH6707,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.992529721509433,101.04034134428973
Wang Bot,วังโบสถ์,TH670711,Nong Phai,หนองไผ่,TH6707,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.059032839822443,101.1503872019887
Yang Ngam,ยางงาม,TH670712,Nong Phai,หนองไผ่,TH6707,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.081009812073223,100.99654817006103
Tha Duang,ท่าด้วง,TH670713,Nong Phai,หนองไผ่,TH6707,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,16.006741386162872,101.3125990219113
Sap Samo Thot,ซับสมอทอด,TH670801,Bueng Sam Phan,บึงสามพัน,TH6708,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.806147967965183,100.9761065829597
Sap Mai Daeng,ซับไม้แดง,TH670802,Bueng Sam Phan,บึงสามพัน,TH6708,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.791320553043427,100.92312489581248
Nong Chaeng,หนองแจง,TH670803,Bueng Sam Phan,บึงสามพัน,TH6708,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.875931164474524,100.98757790319364
Kan Chu,กันจุ,TH670804,Bueng Sam Phan,บึงสามพัน,TH6708,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.831711261848419,101.10906482708239
Wang Phikun,วังพิกุล,TH670805,Bueng Sam Phan,บึงสามพัน,TH6708,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.755353963581952,100.85626924268666
Phaya Wang,พญาวัง,TH670806,Bueng Sam Phan,บึงสามพัน,TH6708,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,15.880138457389789,100.85425734478979
