ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE,REGION9,REGION6,DESTINATION
Sawang Arom,สว่างอารมณ์,TH6103,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Nong Chang,หนองฉาง,TH6104,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Nong Khayang,หนองขาหย่าง,TH6105,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Ban Rai,บ้านไร่,TH6106,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Lan Sak,ลานสัก,TH6107,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Huai Khot,ห้วยคต,TH6108,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Mueang Kamphaeng Phet,เมืองกำแพงเพชร,TH6201,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Sai Ngam,ไทรงาม,TH6202,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Khlong Lan,คลองลาน,TH6203,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Khanu Woralaksaburi,ขาณุวรลักษบุรี,TH6204,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Khlong Khlung,คลองขลุง,TH6205,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Phran Kratai,พรานกระต่าย,TH6206,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Lan Krabue,ลานกระบือ,TH6207,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Sai Thong Watthana,ทรายทองวัฒนา,TH6208,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Pang Sila Thong,ปางศิลาทอง,TH6209,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Bueng Samakkhi,บึงสามัคคี,TH6210,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Kosamphi Nakhon,โกสัมพีนคร,TH6211,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Mueang Sukhothai,เมืองสุโขทัย,TH6401,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Ban Dan Lan Hoi,บ้านด่านลานหอย,TH6402,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Khiri Mat,คีรีมาศ,TH6403,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Kong Krailat,กงไกรลาศ,TH6404,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Si Satchanalai,ศรีสัชนาลัย,TH6405,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Si Samrong,ศรีสำโรง,TH6406,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Sawankhalok,สวรรคโลก,TH6407,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Si Nakhon,ศรีนคร,TH6408,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Thung Saliam,ทุ่งเสลี่ยม,TH6409,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Mueang Phitsanulok,เมืองพิษณุโลก,TH6501,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Nakhon Thai,นครไทย,TH6502,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Chat Trakan,ชาติตระการ,TH6503,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Bang Rakam,บางระกำ,TH6504,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Bang Krathum,บางกระทุ่ม,TH6505,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Phrom Phiram,พรหมพิราม,TH6506,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Wat Bot,วัดโบสถ์,TH6507,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Wang Thong,วังทอง,TH6508,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Noen Maprang,เนินมะปราง,TH6509,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Wang Sai Phun,วังทรายพูน,TH6602,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Pho Prathap Chang,โพธิ์ประทับช้าง,TH6603,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Taphan Hin,ตะพานหิน,TH6604,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Bang Mun Nak,บางมูลนาก,TH6605,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Pho Thale,โพทะเล,TH6606,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Sam Ngam,สามง่าม,TH6607,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Tap Khlo,ทับคล้อ,TH6608,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Sak Lek,สากเหล็ก,TH6609,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Bueng Na Rang,บึงนาราง,TH6610,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Dong Charoen,ดงเจริญ,TH6611,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Wachirabarami,วชิรบารมี,TH6612,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Chon Daen,ชนแดน,TH6702,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Lom Kao,หล่มเก่า,TH6704,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Wichian Buri,วิเชียรบุรี,TH6705,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Si Thep,ศรีเทพ,TH6706,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Nong Phai,หนองไผ่,TH6707,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Bueng Sam Phan,บึงสามพัน,TH6708,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Nam Nao,น้ำหนาว,TH6709,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Wang Pong,วังโป่ง,TH6710,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Khao Kho,เขาค้อ,TH6711,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคกลาง,เมืองรอง
Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองรอง
Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองรอง
Dan Chang,ด่านช้าง,TH7203,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองรอง
Bang Pla Ma,บางปลาม้า,TH7204,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองรอง
Si Prachan,ศรีประจันต์,TH7205,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองรอง
Don Chedi,ดอนเจดีย์,TH7206,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองรอง
Song Phi Nong,สองพี่น้อง,TH7207,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองรอง
Sam Chuk,สามชุก,TH7208,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองรอง
U Thong,อู่ทอง,TH7209,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองรอง
Nong Ya Sai,หนองหญ้าไซ,TH7210,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองรอง
Mueang Nakhon Pathom,เมืองนครปฐม,TH7301,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองหลัก
Kamphaeng Saen,กำแพงแสน,TH7302,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองหลัก
Nakhon Chai Si,นครชัยศรี,TH7303,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองหลัก
Don Tum,ดอนตูม,TH7304,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองหลัก
Bang Len,บางเลน,TH7305,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองหลัก
Sam Phran,สามพราน,TH7306,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองหลัก
Phutthamonthon,พุทธมณฑล,TH7307,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองหลัก
Mueang Samut Sakhon,เมืองสมุทรสาคร,TH7401,Samut Sakhon,สมุทรสาคร,TH74,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองหลัก
Krathum Baen,กระทุ่มแบน,TH7402,Samut Sakhon,สมุทรสาคร,TH74,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองหลัก
Ban Phaeo,บ้านแพ้ว,TH7403,Samut Sakhon,สมุทรสาคร,TH74,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองหลัก
Mueang Samut Songkhram,เมืองสมุทรสงคราม,TH7501,Samut Songkhram,สมุทรสงคราม,TH75,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองรอง
Bang Khonthi,บางคนที,TH7502,Samut Songkhram,สมุทรสงคราม,TH75,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองรอง
Amphawa,อัมพวา,TH7503,Samut Songkhram,สมุทรสงคราม,TH75,Thailand,ประเทศไทย,TH,ภาคตะวันตก,ภาคกลาง,เมืองรอง
