ADM3_EN,ADM3_TH,ADM3_PCODE,ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE
Nai Mueang,ในเมือง,TH480101,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
Nong Saeng,หนองแสง,TH480102,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
Na Sai,นาทราย,TH480103,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
Na Rat Khwai,นาราชควาย,TH480104,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
Kurukhu,กุรุคุ,TH480105,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
Ban Phueng,บ้านผึ้ง,TH480106,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
At Samat,อาจสามารถ,TH480107,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
Kham Thao,ขามเฒ่า,TH480108,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
Ban Klang,บ้านกลาง,TH480109,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
Tha Kho,ท่าค้อ,TH480110,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
Kham Toei,คำเตย,TH480111,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
Nong Yat,หนองญาติ,TH480112,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
Dong Khwang,ดงขวาง,TH480113,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
Wang Ta Mua,วังตามัว,TH480114,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
Pho Tak,โพธิ์ตาก,TH480115,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
Pla Pak,ปลาปาก,TH480201,Pla Pak,ปลาปาก,TH4802,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
Nong Hi,หนองฮี,TH480202,Pla Pak,ปลาปาก,TH4802,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
Ku Ta Kai,กุตาไก้,TH480203,Pla Pak,ปลาปาก,TH4802,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
Khok Sawang,โคกสว่าง,TH480204,Pla Pak,ปลาปาก,TH4802,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
Khok Sung,โคกสูง,TH480205,Pla Pak,ปลาปาก,TH4802,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH
