ADM3_EN,ADM3_TH,ADM3_PCODE,ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE
Nai Mueang,ในเมือง,TH340101,Mueang Ubon Ratchathani,เมืองอุบลราชธานี,TH3401,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Hua Ruea,หัวเรือ,TH340104,Mueang Ubon Ratchathani,เมืองอุบลราชธานี,TH3401,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Nong Khon,หนองขอน,TH340105,Mueang Ubon Ratchathani,เมืองอุบลราชธานี,TH3401,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Pathum,ปทุม,TH340107,Mueang Ubon Ratchathani,เมืองอุบลราชธานี,TH3401,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Kham Yai,ขามใหญ่,TH340108,Mueang Ubon Ratchathani,เมืองอุบลราชธานี,TH3401,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Chaeramae,แจระแม,TH340109,Mueang Ubon Ratchathani,เมืองอุบลราชธานี,TH3401,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Nong Bo,หนองบ่อ,TH340111,Mueang Ubon Ratchathani,เมืองอุบลราชธานี,TH3401,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Rai Noi,ไร่น้อย,TH340112,Mueang Ubon Ratchathani,เมืองอุบลราชธานี,TH3401,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Krasop,กระโสบ,TH340113,Mueang Ubon Ratchathani,เมืองอุบลราชธานี,TH3401,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Kut Lat,กุดลาด,TH340116,Mueang Ubon Ratchathani,เมืองอุบลราชธานี,TH3401,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Khi Lek,ขี้เหล็ก,TH340119,Mueang Ubon Ratchathani,เมืองอุบลราชธานี,TH3401,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Pa-Ao,ปะอาว,TH340120,Mueang Ubon Ratchathani,เมืองอุบลราชธานี,TH3401,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Na Kham,นาคำ,TH340201,Si Mueang Mai,ศรีเมืองใหม่,TH3402,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Kaeng Kok,แก้งกอก,TH340202,Si Mueang Mai,ศรีเมืองใหม่,TH3402,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Ueat Yai,เอือดใหญ่,TH340203,Si Mueang Mai,ศรีเมืองใหม่,TH3402,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Warin,วาริน,TH340204,Si Mueang Mai,ศรีเมืองใหม่,TH3402,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Lat Khwai,ลาดควาย,TH340205,Si Mueang Mai,ศรีเมืองใหม่,TH3402,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Song Yang,สงยาง,TH340206,Si Mueang Mai,ศรีเมืองใหม่,TH3402,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Tabai,ตะบ่าย,TH340207,Si Mueang Mai,ศรีเมืองใหม่,TH3402,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Kham Lai,คำไหล,TH340208,Si Mueang Mai,ศรีเมืองใหม่,TH3402,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Nam Thaeng,หนามแท่ง,TH340209,Si Mueang Mai,ศรีเมืองใหม่,TH3402,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Na Loen,นาเลิน,TH340210,Si Mueang Mai,ศรีเมืองใหม่,TH3402,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Don Yai,ดอนใหญ่,TH340211,Si Mueang Mai,ศรีเมืองใหม่,TH3402,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Khong Chiam,โขงเจียม,TH340301,Khong Chiam,โขงเจียม,TH3403,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Huai Yang,ห้วยยาง,TH340302,Khong Chiam,โขงเจียม,TH3403,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Na Pho Klang,นาโพธิ์กลาง,TH340303,Khong Chiam,โขงเจียม,TH3403,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Nong Saeng Yai,หนองแสงใหญ่,TH340304,Khong Chiam,โขงเจียม,TH3403,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Huai Phai,ห้วยไผ่,TH340305,Khong Chiam,โขงเจียม,TH3403,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Khueang Nai,เขื่องใน,TH340401,Khueang Nai,เขื่องใน,TH3404,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Sang Tho,สร้างถ่อ,TH340402,Khueang Nai,เขื่องใน,TH3404,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Kho Thong,ค้อทอง,TH340403,Khueang Nai,เขื่องใน,TH3404,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Ko-E,ก่อเอ้,TH340404,Khueang Nai,เขื่องใน,TH3404,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Hua Don,หัวดอน,TH340405,Khueang Nai,เขื่องใน,TH3404,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Chi Thuan,ชีทวน,TH340406,Khueang Nai,เขื่องใน,TH3404,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Tha Hai,ท่าไห,TH340407,Khueang Nai,เขื่องใน,TH3404,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Na Kham Yai,นาคำใหญ่,TH340408,Khueang Nai,เขื่องใน,TH3404,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Daeng Mo,แดงหม้อ,TH340409,Khueang Nai,เขื่องใน,TH3404,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
That Noi,ธาตุน้อย,TH340410,Khueang Nai,เขื่องใน,TH3404,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Ban Thai,บ้านไทย,TH340411,Khueang Nai,เขื่องใน,TH3404,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Ban Kok,บ้านกอก,TH340412,Khueang Nai,เขื่องใน,TH3404,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Klang Yai,กลางใหญ่,TH340413,Khueang Nai,เขื่องใน,TH3404,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
Non Rang,โนนรัง,TH340414,Khueang Nai,เขื่องใน,TH3404,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH
