ADM3_EN,ADM3_TH,ADM3_PCODE,ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE
Nai Wiang,ในเวียง,TH540101,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Na Chak,นาจักร,TH540102,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Nam Cham,น้ำชำ,TH540103,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Pa Daeng,ป่าแดง,TH540104,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Thung Hong,ทุ่งโฮ้ง,TH540105,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Mueang Mo,เหมืองหม้อ,TH540106,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Wang Thong,วังธง,TH540107,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Mae Lai,แม่หล่าย,TH540108,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Huai Ma,ห้วยม้า,TH540109,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Pa Maet,ป่าแมต,TH540110,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Ban Thin,บ้านถิ่น,TH540111,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Suan Khuean,สวนเขื่อน,TH540112,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Wang Hong,วังหงส์,TH540113,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Mae Kham Mi,แม่คำมี,TH540114,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Thung Kwao,ทุ่งกวาว,TH540115,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Tha Kham,ท่าข้าม,TH540116,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Mae Yom,แม่ยม,TH540117,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Cho Hae,ช่อแฮ,TH540118,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Rong Fong,ร่องฟอง,TH540119,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Kanchana,กาญจนา,TH540120,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Rong Kwang,ร้องกวาง,TH540201,Rong Kwang,ร้องกวาง,TH5402,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Rong Khem,ร้องเข็ม,TH540204,Rong Kwang,ร้องกวาง,TH5402,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Nam Lao,น้ำเลา,TH540205,Rong Kwang,ร้องกวาง,TH5402,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Ban Wiang,บ้านเวียง,TH540206,Rong Kwang,ร้องกวาง,TH5402,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Thung Si,ทุ่งศรี,TH540207,Rong Kwang,ร้องกวาง,TH5402,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Mae Yang Tan,แม่ยางตาล,TH540208,Rong Kwang,ร้องกวาง,TH5402,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Mae Yang Ho,แม่ยางฮ่อ,TH540209,Rong Kwang,ร้องกวาง,TH5402,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Phai Thon,ไผ่โทน,TH540210,Rong Kwang,ร้องกวาง,TH5402,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Huai Rong,ห้วยโรง,TH540213,Rong Kwang,ร้องกวาง,TH5402,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Mae Sai,แม่ทราย,TH540214,Rong Kwang,ร้องกวาง,TH5402,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Mae Yang Rong,แม่ยางร้อง,TH540215,Rong Kwang,ร้องกวาง,TH5402,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Huai O,ห้วยอ้อ,TH540301,Long,ลอง,TH5403,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Ban Pin,บ้านปิน,TH540302,Long,ลอง,TH5403,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
Ta Pha Mok,ต้าผามอก,TH540303,Long,ลอง,TH5403,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH
