ADM3_EN,ADM3_TH,ADM3_PCODE,ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE
Sa Kaeo,สระแก้ว,TH270101,Mueang Sa Kaeo,เมืองสระแก้ว,TH2701,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Ban Kaeng,บ้านแก้ง,TH270102,Mueang Sa Kaeo,เมืองสระแก้ว,TH2701,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Sala Lamduan,ศาลาลำดวน,TH270103,Mueang Sa Kaeo,เมืองสระแก้ว,TH2701,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Khok Pi Khong,โคกปี่ฆ้อง,TH270104,Mueang Sa Kaeo,เมืองสระแก้ว,TH2701,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Tha Yaek,ท่าแยก,TH270105,Mueang Sa Kaeo,เมืองสระแก้ว,TH2701,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Tha Kasem,ท่าเกษม,TH270106,Mueang Sa Kaeo,เมืองสระแก้ว,TH2701,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Sa Khwan,สระขวัญ,TH270108,Mueang Sa Kaeo,เมืองสระแก้ว,TH2701,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Nong Bon,หนองบอน,TH270111,Mueang Sa Kaeo,เมืองสระแก้ว,TH2701,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Khlong Hat,คลองหาด,TH270201,Khlong Hat,คลองหาด,TH2702,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Thai Udom,ไทยอุดม,TH270202,Khlong Hat,คลองหาด,TH2702,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Sap Makrut,ซับมะกรูด,TH270203,Khlong Hat,คลองหาด,TH2702,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Sai Diao,ไทรเดี่ยว,TH270204,Khlong Hat,คลองหาด,TH2702,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Khlong Kai Thuean,คลองไก่เถื่อน,TH270205,Khlong Hat,คลองหาด,TH2702,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Benchakhon,เบญจขร,TH270206,Khlong Hat,คลองหาด,TH2702,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Sai Thong,ไทรทอง,TH270207,Khlong Hat,คลองหาด,TH2702,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Ta Phraya,ตาพระยา,TH270301,Ta Phraya,ตาพระยา,TH2703,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Thap Sadet,ทัพเสด็จ,TH270302,Ta Phraya,ตาพระยา,TH2703,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Thap Rat,ทัพราช,TH270306,Ta Phraya,ตาพระยา,TH2703,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Thap Thai,ทัพไทย,TH270307,Ta Phraya,ตาพระยา,TH2703,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Kho Khlan,โคคลาน,TH270309,Ta Phraya,ตาพระยา,TH2703,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
Wang Nam Yen,วังน้ำเย็น,TH270401,Wang Nam Yen,วังน้ำเย็น,TH2704,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH
