ADM3_EN,ADM3_TH,ADM3_PCODE,ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE
Bang Phutsa,บางพุทรา,TH170101,Mueang Sing Buri,เมืองสิงห์บุรี,TH1701,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Bang Man,บางมัญ,TH170102,Mueang Sing Buri,เมืองสิงห์บุรี,TH1701,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Phok Ruam,โพกรวม,TH170103,Mueang Sing Buri,เมืองสิงห์บุรี,TH1701,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Muang Mu,ม่วงหมู่,TH170104,Mueang Sing Buri,เมืองสิงห์บุรี,TH1701,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Hua Phai,หัวไผ่,TH170105,Mueang Sing Buri,เมืองสิงห์บุรี,TH1701,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Ton Pho,ต้นโพธิ์,TH170106,Mueang Sing Buri,เมืองสิงห์บุรี,TH1701,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Chaksi,จักรสีห์,TH170107,Mueang Sing Buri,เมืองสิงห์บุรี,TH1701,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Bang Krabue,บางกระบือ,TH170108,Mueang Sing Buri,เมืองสิงห์บุรี,TH1701,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Sing,สิงห์,TH170201,Bang Rachan,บางระจัน,TH1702,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Mai Dat,ไม้ดัด,TH170202,Bang Rachan,บางระจัน,TH1702,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Choeng Klat,เชิงกลัด,TH170203,Bang Rachan,บางระจัน,TH1702,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Pho Chon Kai,โพชนไก่,TH170204,Bang Rachan,บางระจัน,TH1702,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Mae La,แม่ลา,TH170205,Bang Rachan,บางระจัน,TH1702,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Ban Cha,บ้านจ่า,TH170206,Bang Rachan,บางระจัน,TH1702,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Phak Than,พักทัน,TH170207,Bang Rachan,บางระจัน,TH1702,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Sa Chaeng,สระแจง,TH170208,Bang Rachan,บางระจัน,TH1702,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Pho Thale,โพทะเล,TH170301,Khai Bang Rachan,ค่ายบางระจัน,TH1703,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Bang Rachan,บางระจัน,TH170302,Khai Bang Rachan,ค่ายบางระจัน,TH1703,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Pho Sangkho,โพสังโฆ,TH170303,Khai Bang Rachan,ค่ายบางระจัน,TH1703,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Tha Kham,ท่าข้าม,TH170304,Khai Bang Rachan,ค่ายบางระจัน,TH1703,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Kho Sai,คอทราย,TH170305,Khai Bang Rachan,ค่ายบางระจัน,TH1703,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Nong Krathum,หนองกระทุ่ม,TH170306,Khai Bang Rachan,ค่ายบางระจัน,TH1703,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Phra Ngam,พระงาม,TH170401,Phrom Buri,พรหมบุรี,TH1704,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Phrom Buri,พรหมบุรี,TH170402,Phrom Buri,พรหมบุรี,TH1704,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Bang Nam Chiao,บางน้ำเชี่ยว,TH170403,Phrom Buri,พรหมบุรี,TH1704,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Ban Mo,บ้านหม้อ,TH170404,Phrom Buri,พรหมบุรี,TH1704,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Ban Paeng,บ้านแป้ง,TH170405,Phrom Buri,พรหมบุรี,TH1704,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Hua Pa,หัวป่า,TH170406,Phrom Buri,พรหมบุรี,TH1704,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Rong Chang,โรงช้าง,TH170407,Phrom Buri,พรหมบุรี,TH1704,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Thon Samo,ถอนสมอ,TH170501,Tha Chang,ท่าช้าง,TH1705,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Pho Prachak,โพประจักษ์,TH170502,Tha Chang,ท่าช้าง,TH1705,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Wihan Khao,วิหารขาว,TH170503,Tha Chang,ท่าช้าง,TH1705,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Phikun Thong,พิกุลทอง,TH170504,Tha Chang,ท่าช้าง,TH1705,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
In Buri,อินทร์บุรี,TH170601,In Buri,อินทร์บุรี,TH1706,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Prasuk,ประศุก,TH170602,In Buri,อินทร์บุรี,TH1706,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Thap Ya,ทับยา,TH170603,In Buri,อินทร์บุรี,TH1706,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Ngio Rai,งิ้วราย,TH170604,In Buri,อินทร์บุรี,TH1706,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Chi Nam Rai,ชีน้ำร้าย,TH170605,In Buri,อินทร์บุรี,TH1706,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Tha Ngam,ท่างาม,TH170606,In Buri,อินทร์บุรี,TH1706,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
Namtan,น้ำตาล,TH170607,In Buri,อินทร์บุรี,TH1706,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH
