ADM3_EN,ADM3_TH,ADM3_PCODE,ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE
Tha Taphao,ท่าตะเภา,TH860101,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Pak Nam,ปากน้ำ,TH860102,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Tha Yang,ท่ายาง,TH860103,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Bang Mak,บางหมาก,TH860104,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Na Thung,นาทุ่ง,TH860105,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Na Cha-Ang,นาชะอัง,TH860106,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Tak Daet,ตากแดด,TH860107,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Bang Luek,บางลึก,TH860108,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Hat Phan Krai,หาดพันไกร,TH860109,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Wang Phai,วังไผ่,TH860110,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Wang Mai,วังใหม่,TH860111,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Ban Na,บ้านนา,TH860112,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Khun Krathing,ขุนกระทิง,TH860113,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Thung Kha,ทุ่งคา,TH860114,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Wisai Nuea,วิสัยเหนือ,TH860115,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Hat Sai Ri,หาดทรายรี,TH860116,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Tham Sing,ถ้ำสิงห์,TH860117,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Tha Sae,ท่าแซะ,TH860201,Tha Sae,ท่าแซะ,TH8602,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Khu Ring,คุริง,TH860202,Tha Sae,ท่าแซะ,TH8602,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Salui,สลุย,TH860203,Tha Sae,ท่าแซะ,TH8602,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Na Kratam,นากระตาม,TH860204,Tha Sae,ท่าแซะ,TH8602,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Rap Ro,รับร่อ,TH860205,Tha Sae,ท่าแซะ,TH8602,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Tha Kham,ท่าข้าม,TH860206,Tha Sae,ท่าแซะ,TH8602,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Hong Charoen,หงษ์เจริญ,TH860207,Tha Sae,ท่าแซะ,TH8602,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Hin Kaeo,หินแก้ว,TH860208,Tha Sae,ท่าแซะ,TH8602,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Sap Anan,ทรัพย์อนันต์,TH860209,Tha Sae,ท่าแซะ,TH8602,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Song Phi Nong,สองพี่น้อง,TH860210,Tha Sae,ท่าแซะ,TH8602,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Bang Son,บางสน,TH860301,Pathio,ปะทิว,TH8603,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Thale Sap,ทะเลทรัพย์,TH860302,Pathio,ปะทิว,TH8603,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Saphli,สะพลี,TH860303,Pathio,ปะทิว,TH8603,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Chum Kho,ชุมโค,TH860304,Pathio,ปะทิว,TH8603,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Don Yang,ดอนยาง,TH860305,Pathio,ปะทิว,TH8603,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Pak Khlong,ปากคลอง,TH860306,Pathio,ปะทิว,TH8603,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Khao Chai Rat,เขาไชยราช,TH860307,Pathio,ปะทิว,TH8603,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Lang Suan,หลังสวน,TH860401,Lang Suan,หลังสวน,TH8604,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Khan Ngoen,ขันเงิน,TH860402,Lang Suan,หลังสวน,TH8604,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Tha Maphla,ท่ามะพลา,TH860403,Lang Suan,หลังสวน,TH8604,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Na Kha,นาขา,TH860404,Lang Suan,หลังสวน,TH8604,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Na Phaya,นาพญา,TH860405,Lang Suan,หลังสวน,TH8604,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Ban Khuan,บ้านควน,TH860406,Lang Suan,หลังสวน,TH8604,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Bang Maphrao,บางมะพร้าว,TH860407,Lang Suan,หลังสวน,TH8604,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Bang Nam Chuet,บางน้ำจืด,TH860408,Lang Suan,หลังสวน,TH8604,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Pak Nam,ปากน้ำ,TH860409,Lang Suan,หลังสวน,TH8604,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Pho Daeng,พ้อแดง,TH860410,Lang Suan,หลังสวน,TH8604,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
Laem Sai,แหลมทราย,TH860411,Lang Suan,หลังสวน,TH8604,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH
