ADM3_EN,ADM3_TH,ADM3_PCODE,ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE
Nai Mueang,ในเมือง,TH800101,Mueang Nakhon Si Thammarat,นครศรีธรรมราช,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Tha Wang,ท่าวัง,TH800102,Mueang Nakhon Si Thammarat,นครศรีธรรมราช,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Khlang,คลัง,TH800103,Mueang Nakhon Si Thammarat,นครศรีธรรมราช,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Tha Rai,ท่าไร่,TH800106,Mueang Nakhon Si Thammarat,นครศรีธรรมราช,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Pak Nakhon,ปากนคร,TH800107,Mueang Nakhon Si Thammarat,นครศรีธรรมราช,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Na Sai,นาทราย,TH800108,Mueang Nakhon Si Thammarat,นครศรีธรรมราช,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Kamphaeng Sao,กำแพงเซา,TH800112,Mueang Nakhon Si Thammarat,นครศรีธรรมราช,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Chai Montri,ไชยมนตรี,TH800113,Mueang Nakhon Si Thammarat,นครศรีธรรมราช,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Mamuang Song Ton,มะม่วงสองต้น,TH800114,Mueang Nakhon Si Thammarat,นครศรีธรรมราช,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Na Khian,นาเคียน,TH800115,Mueang Nakhon Si Thammarat,นครศรีธรรมราช,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Tha Ngio,ท่างิ้ว,TH800116,Mueang Nakhon Si Thammarat,นครศรีธรรมราช,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Pho Sadet,โพธิ์เสด็จ,TH800118,Mueang Nakhon Si Thammarat,นครศรีธรรมราช,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Bang Chak,บางจาก,TH800119,Mueang Nakhon Si Thammarat,นครศรีธรรมราช,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Pak Phun,ปากพูน,TH800120,Mueang Nakhon Si Thammarat,นครศรีธรรมราช,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Tha Sak,ท่าซัก,TH800121,Mueang Nakhon Si Thammarat,นครศรีธรรมราช,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Tha Ruea,ท่าเรือ,TH800122,Mueang Nakhon Si Thammarat,นครศรีธรรมราช,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Phrommalok,พรหมโลก,TH800201,Phrom Khiri,พรหมคีรี,TH8002,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Ban Ko,บ้านเกาะ,TH800202,Phrom Khiri,พรหมคีรี,TH8002,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
In Khiri,อินคีรี,TH800203,Phrom Khiri,พรหมคีรี,TH8002,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Thon Hong,ทอนหงส์,TH800204,Phrom Khiri,พรหมคีรี,TH8002,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Na Riang,นาเรียง,TH800205,Phrom Khiri,พรหมคีรี,TH8002,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Khao Kaeo,เขาแก้ว,TH800301,Lan Saka,ลานสกา,TH8003,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Lan Saka,ลานสกา,TH800302,Lan Saka,ลานสกา,TH8003,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Tha Di,ท่าดี,TH800303,Lan Saka,ลานสกา,TH8003,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Kamlon,กำโลน,TH800304,Lan Saka,ลานสกา,TH8003,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Khun Thale,ขุนทะเล,TH800305,Lan Saka,ลานสกา,TH8003,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Chawang,ฉวาง,TH800401,Chawang,ฉวาง,TH8004,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
La-Ai,ละอาย,TH800403,Chawang,ฉวาง,TH8004,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Na Wae,นาแว,TH800404,Chawang,ฉวาง,TH8004,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Mai Riang,ไม้เรียง,TH800405,Chawang,ฉวาง,TH8004,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Kapiat,กะเปียด,TH800406,Chawang,ฉวาง,TH8004,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Na Kacha,นากะชะ,TH800407,Chawang,ฉวาง,TH8004,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Huai Prik,ห้วยปริก,TH800409,Chawang,ฉวาง,TH8004,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Sai Ra,ไสหร้า,TH800410,Chawang,ฉวาง,TH8004,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Na Khliang,นาเขลียง,TH800415,Chawang,ฉวาง,TH8004,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Chan Di,จันดี,TH800416,Chawang,ฉวาง,TH8004,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Phipun,พิปูน,TH800501,Phipun,พิปูน,TH8005,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Kathun,กะทูน,TH800502,Phipun,พิปูน,TH8005,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Khao Phra,เขาพระ,TH800503,Phipun,พิปูน,TH8005,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Yang Khom,ยางค้อม,TH800504,Phipun,พิปูน,TH8005,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Khuan Klang,ควนกลาง,TH800505,Phipun,พิปูน,TH8005,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Chian Yai,เชียรใหญ่,TH800601,Chian Yai,เชียรใหญ่,TH8006,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Tha Khanan,ท่าขนาน,TH800603,Chian Yai,เชียรใหญ่,TH8006,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Ban Klang,บ้านกลาง,TH800604,Chian Yai,เชียรใหญ่,TH8006,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Ban Noen,บ้านเนิน,TH800605,Chian Yai,เชียรใหญ่,TH8006,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Sai Mak,ไสหมาก,TH800606,Chian Yai,เชียรใหญ่,TH8006,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Thong Lamchiak,ท้องลำเจียก,TH800607,Chian Yai,เชียรใหญ่,TH8006,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Suea Hueng,เสือหึง,TH800610,Chian Yai,เชียรใหญ่,TH8006,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
Karaket,การะเกด,TH800611,Chian Yai,เชียรใหญ่,TH8006,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH
