ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE,REGION9,REGION6,DESTINATION
Lao Suea Kok,เหล่าเสือโก้ก,TH3431,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Sawang Wirawong,สว่างวีระวงศ์,TH3432,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Nam Khun,น้ำขุ่น,TH3433,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Mueang Yasothon,เมืองยโสธร,TH3501,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Sai Mun,ทรายมูล,TH3502,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kut Chum,กุดชุม,TH3503,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kham Khuean Kaeo,คำเขื่อนแก้ว,TH3504,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Pa Tio,ป่าติ้ว,TH3505,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Maha Chana Chai,มหาชนะชัย,TH3506,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kho Wang,ค้อวัง,TH3507,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Loeng Nok Tha,เลิงนกทา,TH3508,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Thai Charoen,ไทยเจริญ,TH3509,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Mueang Chaiyaphum,เมืองชัยภูมิ,TH3601,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Ban Khwao,บ้านเขว้า,TH3602,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Khon Sawan,คอนสวรรค์,TH3603,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kaset Sombun,เกษตรสมบูรณ์,TH3604,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Nong Bua Daeng,หนองบัวแดง,TH3605,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Chatturat,จัตุรัส,TH3606,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Bamnet Narong,บำเหน็จณรงค์,TH3607,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Nong Bua Rawe,หนองบัวระเหว,TH3608,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Thep Sathit,เทพสถิต,TH3609,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phu Khiao,ภูเขียว,TH3610,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Ban Thaen,บ้านแท่น,TH3611,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kaeng Khro,แก้งคร้อ,TH3612,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Khon San,คอนสาร,TH3613,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phakdi Chumphon,ภักดีชุมพล,TH3614,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Noen Sa-Nga,เนินสง่า,TH3615,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Sap Yai,ซับใหญ่,TH3616,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Chanuman,ชานุมาน,TH3702,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Pathum Ratchawongsa,ปทุมราชวงศา,TH3703,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phana,พนา,TH3704,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Senangkhanikhom,เสนางคนิคม,TH3705,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Hua Taphan,หัวตะพาน,TH3706,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Lue Amnat,ลืออำนาจ,TH3707,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Mueang Bueng Kan,เมืองบึงกาฬ,TH3801,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phon Charoen,พรเจริญ,TH3802,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
So Phisai,โซ่พิสัย,TH3803,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Seka,เซกา,TH3804,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Pak Khat,ปากคาด,TH3805,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Bueng Khong Long,บึงโขงหลง,TH3806,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Si Wilai,ศรีวิไล,TH3807,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Bung Khla,บุ่งคล้า,TH3808,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Na Klang,นากลาง,TH3902,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Non Sang,โนนสัง,TH3903,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Si Bun Rueang,ศรีบุญเรือง,TH3904,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Suwannakhuha,สุวรรณคูหา,TH3905,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Na Wang,นาวัง,TH3906,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
