ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE,REGION9,REGION6,DESTINATION
Somdet,สมเด็จ,TH4613,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Huai Phueng,ห้วยผึ้ง,TH4614,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Sam Chai,สามชัย,TH4615,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Na Khu,นาคู,TH4616,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Don Chan,ดอนจาน,TH4617,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Khong Chai,ฆ้องชัย,TH4618,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kusuman,กุสุมาลย์,TH4702,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kut Bak,กุดบาก,TH4703,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phanna Nikhom,พรรณานิคม,TH4704,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phang Khon,พังโคน,TH4705,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Waritchaphum,วาริชภูมิ,TH4706,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Nikhom Nam Un,นิคมน้ำอูน,TH4707,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Wanon Niwat,วานรนิวาส,TH4708,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kham Ta Kla,คำตากล้า,TH4709,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Ban Muang,บ้านม่วง,TH4710,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Akat Amnuai,อากาศอำนวย,TH4711,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Sawang Daen Din,สว่างแดนดิน,TH4712,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Song Dao,ส่องดาว,TH4713,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Tao Ngoi,เต่างอย,TH4714,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Khok Si Suphan,โคกศรีสุพรรณ,TH4715,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Charoen Sin,เจริญศิลป์,TH4716,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phon Na Kaeo,โพนนาแก้ว,TH4717,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phu Phan,ภูพาน,TH4718,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Pla Pak,ปลาปาก,TH4802,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Tha Uthen,ท่าอุเทน,TH4803,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Ban Phaeng,บ้านแพง,TH4804,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
That Phanom,ธาตุพนม,TH4805,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Renu Nakhon,เรณูนคร,TH4806,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Na Kae,นาแก,TH4807,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Si Songkhram,ศรีสงคราม,TH4808,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Na Wa,นาหว้า,TH4809,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phon Sawan,โพนสวรรค์,TH4810,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Na Thom,นาทม,TH4811,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Wang Yang,วังยาง,TH4812,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Mueang Mukdahan,เมืองมุกดาหาร,TH4901,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Nikhom Kham Soi,นิคมคำสร้อย,TH4902,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Don Tan,ดอนตาล,TH4903,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Dong Luang,ดงหลวง,TH4904,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Khamcha-I,คำชะอี,TH4905,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Wan Yai,หว้านใหญ่,TH4906,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Nong Sung,หนองสูง,TH4907,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนบน,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
