ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE
Mueang Nong Khai,เมืองหนองคาย,TH4301,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH
Tha Bo,ท่าบ่อ,TH4302,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH
Phon Phisai,โพนพิสัย,TH4305,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH
Si Chiang Mai,ศรีเชียงใหม่,TH4307,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH
Sangkhom,สังคม,TH4308,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH
Sakhrai,สระใคร,TH4314,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH
Fao Rai,เฝ้าไร่,TH4315,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH
Rattanawapi,รัตนวาปี,TH4316,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH
Pho Tak,โพธิ์ตาก,TH4317,Nong Khai,หนองคาย,TH43,Thailand,ประเทศไทย,TH
