ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE
Mueang Samut Songkhram,เมืองสมุทรสงคราม,TH7501,Samut Songkhram,สมุทรสงคราม,TH75,Thailand,ประเทศไทย,TH
Bang Khonthi,บางคนที,TH7502,Samut Songkhram,สมุทรสงคราม,TH75,Thailand,ประเทศไทย,TH
Amphawa,อัมพวา,TH7503,Samut Songkhram,สมุทรสงคราม,TH75,Thailand,ประเทศไทย,TH
