ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE
Mueang Prachuap Khiri Khan,เมืองประจวบคีรีข,TH7701,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Thailand,ประเทศไทย,TH
Kui Buri,กุยบุรี,TH7702,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Thailand,ประเทศไทย,TH
Thap Sakae,ทับสะแก,TH7703,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Thailand,ประเทศไทย,TH
Bang Saphan,บางสะพาน,TH7704,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Thailand,ประเทศไทย,TH
Bang Saphan Noi,บางสะพานน้อย,TH7705,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Thailand,ประเทศไทย,TH
Pran Buri,ปราณบุรี,TH7706,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Thailand,ประเทศไทย,TH
Hua Hin,หัวหิน,TH7707,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Thailand,ประเทศไทย,TH
Sam Roi Yot,สามร้อยยอด,TH7708,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Thailand,ประเทศไทย,TH
